,Compound ID,ESOL predicted log solubility in mols per litre,Minimum Degree,Molecular Weight,Number of H-Bond Donors,Number of Rings,Number of Rotatable Bonds,Polar Surface Area,measured log solubility in mols per litre,smiles,rdkit_smiles,inchi_key,compound_id,VALUE_NUM_mean,VALUE_NUM_std,Perc_Var,Remove_BadDuplicate,measured log solubility in mols per litre_class,measured log solubility in mols per litre2,measured log solubility in mols per litre_class2
956,Mecarbam,-3.738,1,329.3800000000001,0,0,8,65.07000000000001,-2.518,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,KLGMSAOQDHLCOS-UHFFFAOYSA-N,KLGMSAOQDHLCOS-UHFFFAOYSA-N,-2.518,,-0.0,0,1.0,-2.518,1.0
957,1-Phenylethanol,-1.919,1,122.16699999999996,1,1,1,20.23,-0.92,CC(O)c1ccccc1,CC(O)c1ccccc1,WAPNOHKVXSQRPX-UHFFFAOYSA-N,WAPNOHKVXSQRPX-UHFFFAOYSA-N,-0.92,,-0.0,0,1.0,-0.92,1.0
958,"1,2-Dichloropropane",-1.794,1,112.987,0,0,1,0.0,-1.6,CC(Cl)CCl,CC(Cl)CCl,KNKRKFALVUDBJE-UHFFFAOYSA-N,KNKRKFALVUDBJE-UHFFFAOYSA-N,-1.6,,-0.0,0,1.0,-1.6,1.0
959,2-Ethyl-2-hexanal,-2.081,1,126.19899999999998,0,0,4,17.07,-2.46,CCCC=C(CC)C=O,CCCC=C(C=O)CC,PYLMCYQHBRSDND-UHFFFAOYSA-N,PYLMCYQHBRSDND-UHFFFAOYSA-N,-2.46,,-0.0,0,1.0,-2.46,1.0
960,Disulfoton,-3.975,1,274.413,0,0,9,18.46,-4.23,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCCSCC,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,DOFZAZXDOSGAJZ-UHFFFAOYSA-N,-4.23,,-0.0,0,0.0,-4.23,0.0
961,methyltestosterone acetate,-4.863,1,344.4950000000001,0,4,1,43.370000000000005,-5.284,CC(=O)OC3(C)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,CC(=O)OC1(C)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,RLIONZRKXHAVFB-UHFFFAOYSA-N,RLIONZRKXHAVFB-UHFFFAOYSA-N,-5.284,,-0.0,0,0.0,-5.284,0.0
962,"2,4,6-PCB",-5.604,1,257.547,0,2,1,0.0,-6.14,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,Clc1ccc(-c2c(Cl)cccc2Cl)cc1,IHIDFKLAWYPTKB-UHFFFAOYSA-N,IHIDFKLAWYPTKB-UHFFFAOYSA-N,-6.14,,-0.0,0,0.0,-6.14,0.0
963,difluron,-4.692,1,310.687,2,2,2,58.2,-6.02,Fc1cccc(F)c1C(=O)NC(=O)Nc2ccc(Cl)cc2,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,QQQYTWIFVNKMRW-UHFFFAOYSA-N,QQQYTWIFVNKMRW-UHFFFAOYSA-N,-6.02,,-0.0,0,0.0,-6.02,0.0
964,Triclosan,-5.645,1,289.545,1,2,2,29.46,-4.46,Oc1cc(Cl)ccc1Oc2ccc(Cl)cc2Cl,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,XEFQLINVKFYRCS-UHFFFAOYSA-N,XEFQLINVKFYRCS-UHFFFAOYSA-N,-4.46,,-0.0,0,0.0,-4.46,0.0
965,diisooctyl phthalate,-7.117000000000001,1,390.5640000000002,0,1,14,52.60000000000001,-6.6370000000000005,c1(C(=O)OCCCCCC(C)(C))c(C(=O)OCCCCCC(C)(C))cccc1,CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,IJFPVINAQGWBRJ-UHFFFAOYSA-N,IJFPVINAQGWBRJ-UHFFFAOYSA-N,-6.6370000000000005,,-0.0,0,0.0,-6.6370000000000005,0.0
966,Corticosterone,-3.454,1,346.46700000000016,2,4,2,74.6,-3.24,CC12CC(O)C3C(CCC4=CC(=O)CCC34C)C2CCC1C(=O)CO,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,OMFXVFTZEKFJBZ-UHFFFAOYSA-N,-3.24,,-0.0,0,0.0,-3.24,0.0
967,"1,3,5-Trimethylbenzene ",-3.375,1,120.19499999999998,0,1,0,0.0,-3.4,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,AUHZEENZYGFFBQ-UHFFFAOYSA-N,AUHZEENZYGFFBQ-UHFFFAOYSA-N,-3.4,,-0.0,0,0.0,-3.4,0.0
968,dioctyl phthalate,-7.148,1,390.5640000000004,0,1,16,52.60000000000001,-5.115,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC ,CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,MQIUGAXCHLFZKX-UHFFFAOYSA-N,MQIUGAXCHLFZKX-UHFFFAOYSA-N,-5.115,,-0.0,0,0.0,-5.115,0.0
969,1-Pentadecanol,-4.586,1,228.41999999999996,1,0,13,20.23,-6.35,CCCCCCCCCCCCCCCO,CCCCCCCCCCCCCCCO,REIUXOLGHVXAEO-UHFFFAOYSA-N,REIUXOLGHVXAEO-UHFFFAOYSA-N,-6.35,,-0.0,0,0.0,-6.35,0.0
970,"2,2',6,6'-PCB",-5.915,1,291.992,0,2,1,0.0,-7.39,Clc1cccc(Cl)c1c2c(Cl)cccc2Cl ,Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,PXAGFNRKXSYIHU-UHFFFAOYSA-N,PXAGFNRKXSYIHU-UHFFFAOYSA-N,-7.39,,-0.0,0,0.0,-7.39,0.0
971,"5,5-Dimethylbarbituric acid",-0.556,1,156.141,2,1,0,75.27000000000001,-1.742,O=C1NC(=O)NC(=O)C1(C)C,CC1(C)C(=O)NC(=O)NC1=O,LAOZSCRCYVBSJA-UHFFFAOYSA-N,LAOZSCRCYVBSJA-UHFFFAOYSA-N,-1.742,,-0.0,0,1.0,-1.742,1.0
972,2-Iodopropane,-2.486,1,169.993,0,0,0,0.0,-2.09,CC(C)I,CC(C)I,FMKOJHQHASLBPH-UHFFFAOYSA-N,FMKOJHQHASLBPH-UHFFFAOYSA-N,-2.09,,-0.0,0,1.0,-2.09,1.0
973,"1,2-Dinitrobenzene",-2.281,1,168.10799999999995,0,1,2,86.28,-3.1,O=N(=O)c1ccccc1N(=O)=O,O=[N+]([O-])c1ccccc1[N+](=O)[O-],IZUKQUVSCNEFMJ-UHFFFAOYSA-N,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,-3.1,,-0.0,0,0.0,-3.1,0.0
974,3-Methyl-2-butanone,-0.912,1,86.13399999999999,0,0,1,17.07,-0.12,CC(C)C(=O)C,CC(=O)C(C)C,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,SYBYTAAJFKOIEJ-UHFFFAOYSA-N,-0.12,,-0.0,0,1.0,-0.12,1.0
975,Hexadecane,-6.159,1,226.44799999999992,0,0,13,0.0,-8.4,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N,DCAYPVUWAIABOU-UHFFFAOYSA-N,-8.4,,-0.0,0,0.0,-8.4,0.0
977,Tricyclazole,-2.8680000000000003,1,189.243,0,3,0,30.19,-2.07,Cc2cccc3sc1nncn1c23 ,Cc1cccc2sc3nncn3c12,DQJCHOQLCLEDLL-UHFFFAOYSA-N,DQJCHOQLCLEDLL-UHFFFAOYSA-N,-2.07,,-0.0,0,1.0,-2.07,1.0
978,2-Octanone,-1.909,1,128.21499999999995,0,0,5,17.07,-2.05,CCCCCCC(=O)C,CCCCCCC(C)=O,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,ZPVFWPFBNIEHGJ-UHFFFAOYSA-N,-2.05,,-0.0,0,1.0,-2.05,1.0
979,Methyl nonanoate,-2.962,1,172.268,0,0,7,26.3,-3.38,CCCCCCCCC(=O)OC,CCCCCCCCC(=O)OC,IJXHLVMUNBOGRR-UHFFFAOYSA-N,IJXHLVMUNBOGRR-UHFFFAOYSA-N,-3.38,,-0.0,0,0.0,-3.38,0.0
980,"1,4-Difluorobenzene",-2.636,1,114.094,0,1,0,0.0,-1.97,Fc1ccc(F)cc1,Fc1ccc(F)cc1,QUGUFLJIAFISSW-UHFFFAOYSA-N,QUGUFLJIAFISSW-UHFFFAOYSA-N,-1.97,,-0.0,0,1.0,-1.97,1.0
981,Thalidomide,-1.944,1,258.233,1,3,1,83.55000000000001,-2.676,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,UEJJHQNACJXSKW-UHFFFAOYSA-N,UEJJHQNACJXSKW-UHFFFAOYSA-N,-2.676,,-0.0,0,1.0,-2.676,1.0
982,Trifluralin,-5.205,1,335.28200000000004,0,1,7,89.51999999999998,-5.68,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ZSDSQXJSNMTJDA-UHFFFAOYSA-N,ZSDSQXJSNMTJDA-UHFFFAOYSA-N,-5.68,,-0.0,0,0.0,-5.68,0.0
983,Ethanol,0.02,1,46.069,1,0,0,20.23,1.1,CCO,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,1.1,,0.0,0,1.0,1.1,1.0
984,Cyclopentyl-5-spirobarbituric acid,-0.966,1,182.179,2,2,0,75.27,-2.349,O=C2NC(=O)C1(CCCC1)C(=O)N2,O=C1NC(=O)C2(CCCC2)C(=O)N1,HYPRUQJUBWRVEM-UHFFFAOYSA-N,HYPRUQJUBWRVEM-UHFFFAOYSA-N,-2.349,,-0.0,0,1.0,-2.349,1.0
985,Carbetamide,-2.29,1,236.271,2,1,4,67.42999999999999,-1.83,c1c(NC(=O)OC(C)C(=O)NCC)cccc1,CCNC(=O)C(C)OC(=O)Nc1ccccc1,AMRQXHFXNZFDCH-UHFFFAOYSA-N,AMRQXHFXNZFDCH-UHFFFAOYSA-N,-1.83,,-0.0,0,1.0,-1.83,1.0
986,phenothrin,-6.763,1,350.4580000000001,0,3,6,35.53,-5.24,CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,SBNFWQZLDJGRLK-UHFFFAOYSA-N,SBNFWQZLDJGRLK-UHFFFAOYSA-N,-5.24,,-0.0,0,0.0,-5.24,0.0
987,Cycluron,-2.629,1,198.30999999999992,1,1,1,32.34,-2.218,CN(C)C(=O)NC1CCCCCCC1,CN(C)C(=O)NC1CCCCCCC1,DQZCVNGCTZLGAQ-UHFFFAOYSA-N,DQZCVNGCTZLGAQ-UHFFFAOYSA-N,-2.218,,-0.0,0,1.0,-2.218,1.0
988,Mirex,-6.155,1,545.5460000000002,0,6,0,0.0,-6.8,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,GVYLCNUFSHDAAW-UHFFFAOYSA-N,GVYLCNUFSHDAAW-UHFFFAOYSA-N,-6.8,,-0.0,0,0.0,-6.8,0.0
989,1-Bromooctane,-3.721,1,193.128,0,0,6,0.0,-5.06,CCCCCCCCBr,CCCCCCCCBr,VMKOFRJSULQZRM-UHFFFAOYSA-N,VMKOFRJSULQZRM-UHFFFAOYSA-N,-5.06,,-0.0,0,0.0,-5.06,0.0
990,Benomyl,-2.902,1,290.323,2,2,4,85.25,-4.883,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,RIOXQFHNBCKOKP-UHFFFAOYSA-N,RIOXQFHNBCKOKP-UHFFFAOYSA-N,-4.883,,-0.0,0,0.0,-4.883,0.0
991,aminopyrine,-2.129,1,231.299,0,2,2,30.17,-0.364,CN(C)c2c(C)n(C)n(c1ccccc1)c2=O ,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,RMMXTBMQSGEXHJ-UHFFFAOYSA-N,-0.364,,-0.0,0,1.0,-0.364,1.0
992,3-Pentanol,-0.97,1,88.15,1,0,2,20.23,-0.24,CCC(O)CC,CCC(O)CC,AQIXEPGDORPWBJ-UHFFFAOYSA-N,AQIXEPGDORPWBJ-UHFFFAOYSA-N,-0.24,,-0.0,0,1.0,-0.24,1.0
993,p-Nitrotoluene,-2.64,1,137.138,0,1,1,43.14,-2.49,Cc1ccc(cc1)N(=O)=O,Cc1ccc([N+](=O)[O-])cc1,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,ZPTVNYMJQHSSEA-UHFFFAOYSA-N,-2.49,,-0.0,0,1.0,-2.49,1.0
994,4-Methylpentanol,-1.381,1,102.177,1,0,3,20.23,-1.14,CC(C)CCCO,CC(C)CCCO,PCWGTDULNUVNBN-UHFFFAOYSA-N,PCWGTDULNUVNBN-UHFFFAOYSA-N,-1.14,,-0.0,0,1.0,-1.14,1.0
995,Norethisterone,-2.669,1,314.42500000000007,2,4,0,57.53,-4.57,CC34CCC1C(CCC2=CC(=O)CCC12O)C3CCC4(O)C#C,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(O)C3CCC21C,GYRPICHNIDQFOD-UHFFFAOYSA-N,GYRPICHNIDQFOD-UHFFFAOYSA-N,-4.57,,-0.0,0,0.0,-4.57,0.0
996,bromopropylate,-5.832999999999999,1,428.12000000000006,1,2,4,46.53,-4.93,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c2ccc(Br)cc2 ,CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,FOANIXZHAMJWOI-UHFFFAOYSA-N,FOANIXZHAMJWOI-UHFFFAOYSA-N,-4.93,,-0.0,0,0.0,-4.93,0.0
997,Pyrazon,-2.603,1,221.647,1,2,1,60.91,-2.878,Nc2cnn(c1ccccc1)c(=O)c2Cl,Nc1cnn(-c2ccccc2)c(=O)c1Cl,WYKYKTKDBLFHCY-UHFFFAOYSA-N,WYKYKTKDBLFHCY-UHFFFAOYSA-N,-2.878,,-0.0,0,1.0,-2.878,1.0
998,2-Methylbutan-2-ol,-0.954,1,88.14999999999998,1,0,1,20.23,0.15,CCC(C)(C)O,CCC(C)(C)O,MSXVEPNJUHWQHW-UHFFFAOYSA-N,MSXVEPNJUHWQHW-UHFFFAOYSA-N,0.15,,0.0,0,1.0,0.15,1.0
999,p-Cresol,-2.313,1,108.14,1,1,0,20.23,-0.73,Cc1ccc(O)cc1,Cc1ccc(O)cc1,IWDCLRJOBJJRNH-UHFFFAOYSA-N,IWDCLRJOBJJRNH-UHFFFAOYSA-N,-0.73,,-0.0,0,1.0,-0.73,1.0
1000,Ethyl formate,-0.402,1,74.07900000000001,0,0,2,26.3,0.15,CCOC=O,CCOC=O,WBJINCZRORDGAQ-UHFFFAOYSA-N,WBJINCZRORDGAQ-UHFFFAOYSA-N,0.15,,0.0,0,1.0,0.15,1.0
1001,"N,N-Dimethylaniline",-2.542,1,121.18299999999996,0,1,1,3.24,-1.92,CN(C)c1ccccc1,CN(C)c1ccccc1,JLTDJTHDQAWBAV-UHFFFAOYSA-N,JLTDJTHDQAWBAV-UHFFFAOYSA-N,-1.92,,-0.0,0,1.0,-1.92,1.0
1002,Decalin,-3.715,2,138.254,0,2,0,0.0,-5.19,C1CCC2CCCCC2C1,C1CCC2CCCCC2C1,NNBZCPXTIHJBJL-UHFFFAOYSA-N,NNBZCPXTIHJBJL-UHFFFAOYSA-N,-5.19,,-0.0,0,0.0,-5.19,0.0
1003,Butanethiol ,-1.676,1,90.191,1,0,2,0.0,-2.18,CCCCS,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N,WQAQPCDUOCURKW-UHFFFAOYSA-N,-2.18,,-0.0,0,1.0,-2.18,1.0
1004,Benzo(e)pyrene,-6.007000000000001,2,252.316,0,5,0,0.0,-7.8,c1ccc2c(c1)c3cccc4ccc5cccc2c5c43,c1ccc2c(c1)c1cccc3ccc4cccc2c4c31,TXVHTIQJNYSSKO-UHFFFAOYSA-N,TXVHTIQJNYSSKO-UHFFFAOYSA-N,-7.8,,-0.0,0,0.0,-7.8,0.0
1005,Tetrachloroethylene,-3.063,1,165.834,0,0,0,0.0,-2.54,ClC(=C(Cl)Cl)Cl,ClC(Cl)=C(Cl)Cl,CYTYCFOTNPOANT-UHFFFAOYSA-N,CYTYCFOTNPOANT-UHFFFAOYSA-N,-2.54,,-0.0,0,1.0,-2.54,1.0
1006,3-Pentanone,-0.912,1,86.134,0,0,2,17.07,-0.28,CCC(=O)CC,CCC(=O)CC,FDPIMTJIUBPUKL-UHFFFAOYSA-N,FDPIMTJIUBPUKL-UHFFFAOYSA-N,-0.28,,-0.0,0,1.0,-0.28,1.0
1007,Acrylonitrile,-0.354,1,53.06399999999999,0,0,0,23.79,0.15,C=CC#N,C=CC#N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,NLHHRLWOUZZQLW-UHFFFAOYSA-N,0.15,,0.0,0,1.0,0.15,1.0
1008,Flumethasone,-3.539,1,410.4570000000002,3,4,2,94.83,-5.613,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,WXURHACBFYSXBI-UHFFFAOYSA-N,WXURHACBFYSXBI-UHFFFAOYSA-N,-5.613,,-0.0,0,0.0,-5.613,0.0
1009,2-Hexanone,-1.2,1,100.161,0,0,3,17.07,-0.8,CCCCC(=O)C,CCCCC(C)=O,QQZOPKMRPOGIEB-UHFFFAOYSA-N,QQZOPKMRPOGIEB-UHFFFAOYSA-N,-0.8,,-0.0,0,1.0,-0.8,1.0
1010,Terbumeton,-3.505,1,225.296,2,1,4,71.96000000000001,-3.239,CCNc1nc(NC(C)(C)C)nc(OC)n1,CCNc1nc(NC(C)(C)C)nc(OC)n1,BCQMBFHBDZVHKU-UHFFFAOYSA-N,BCQMBFHBDZVHKU-UHFFFAOYSA-N,-3.239,,-0.0,0,0.0,-3.239,0.0
1011,3-Methylheptane,-3.3080000000000003,1,114.232,0,0,4,0.0,-5.16,CCCCC(C)CC,CCCCC(C)CC,LAIUFBWHERIJIH-UHFFFAOYSA-N,LAIUFBWHERIJIH-UHFFFAOYSA-N,-5.16,,-0.0,0,0.0,-5.16,0.0
1012,"1,2-Dibromoethane",-2.102,1,187.862,0,0,1,0.0,-1.68,BrCCBr,BrCCBr,PAAZPARNPHGIKF-UHFFFAOYSA-N,PAAZPARNPHGIKF-UHFFFAOYSA-N,-1.68,,-0.0,0,1.0,-1.68,1.0
1013,Isoprocarb,-2.734,1,193.246,1,1,2,38.33,-2.863,CNC(=O)Oc1ccccc1C(C)C,CNC(=O)Oc1ccccc1C(C)C,QBSJMKIUCUGGNG-UHFFFAOYSA-N,QBSJMKIUCUGGNG-UHFFFAOYSA-N,-2.863,,-0.0,0,1.0,-2.863,1.0
1014,Niridazole,-1.948,1,214.206,1,2,2,88.37,-3.22,O=C1NCCN1c2ncc(s2)N(=O)=O,O=C1NCCN1c1ncc([N+](=O)[O-])s1,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,RDXLYGJSWZYTFJ-UHFFFAOYSA-N,-3.22,,-0.0,0,0.0,-3.22,0.0
1015,Benzo(a)fluorene,-5.189,2,216.283,0,4,0,0.0,-6.68,C1c2ccccc2c3ccc4ccccc4c13,c1ccc2c(c1)Cc1c-2ccc2ccccc12,HKMTVMBEALTRRR-UHFFFAOYSA-N,HKMTVMBEALTRRR-UHFFFAOYSA-N,-6.68,,-0.0,0,0.0,-6.68,0.0
1016,2-Chloroanisole,-2.912,1,142.58499999999998,0,1,1,9.23,-2.46,COc1ccccc1Cl,COc1ccccc1Cl,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,QGRPVMLBTFGQDQ-UHFFFAOYSA-N,-2.46,,-0.0,0,1.0,-2.46,1.0
1017,Bromophos,-5.604,1,366.0,0,1,4,27.69,-6.09,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,NYQDCVLCJXRDSK-UHFFFAOYSA-N,NYQDCVLCJXRDSK-UHFFFAOYSA-N,-6.09,,-0.0,0,0.0,-6.09,0.0
1018,Quinonamid,-3.988,1,332.57000000000005,1,2,3,63.24,-5.03,ClC(Cl)CC(=O)NC2=C(Cl)C(=O)c1ccccc1C2=O,O=C(CC(Cl)Cl)NC1=C(Cl)C(=O)c2ccccc2C1=O,DHTZKRIZYPAKLO-UHFFFAOYSA-N,DHTZKRIZYPAKLO-UHFFFAOYSA-N,-5.03,,-0.0,0,0.0,-5.03,0.0
1020,Methyl acrylate,-0.878,1,86.09,0,0,1,26.3,-0.22,COC(=O)C=C,C=CC(=O)OC,BAPJBEWLBFYGME-UHFFFAOYSA-N,BAPJBEWLBFYGME-UHFFFAOYSA-N,-0.22,,-0.0,0,1.0,-0.22,1.0
1021,Chloroxuron,-4.477,1,290.75,1,2,3,41.57000000000001,-4.89,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,IVUXTESCPZUGJC-UHFFFAOYSA-N,IVUXTESCPZUGJC-UHFFFAOYSA-N,-4.89,,-0.0,0,0.0,-4.89,0.0
1022,Azobenzene,-4.034,2,182.226,0,2,2,24.72,-4.45,N(=Nc1ccccc1)c2ccccc2,c1ccc(N=Nc2ccccc2)cc1,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,DMLAVOWQYNRWNQ-UHFFFAOYSA-N,-4.45,,-0.0,0,0.0,-4.45,0.0
1023,4-Isopropyltoluene,-3.617,1,134.22199999999998,0,1,1,0.0,-3.77,CC(C)c1ccc(C)cc1,Cc1ccc(C(C)C)cc1,HFPZCAJZSCWRBC-UHFFFAOYSA-N,HFPZCAJZSCWRBC-UHFFFAOYSA-N,-3.77,,-0.0,0,0.0,-3.77,0.0
1024,"2,6-Dichlorophenol",-3.012,1,163.003,1,1,0,20.23,-1.79,Oc1c(Cl)cccc1Cl,Oc1c(Cl)cccc1Cl,HOLHYSJJBXSLMV-UHFFFAOYSA-N,HOLHYSJJBXSLMV-UHFFFAOYSA-N,-1.79,,-0.0,0,1.0,-1.79,1.0
1025,Sucrose,0.31,1,342.297,8,2,5,189.53,0.79,OCC2OC(OC1(CO)OC(CO)C(O)C1O)C(O)C(O)C2O ,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,CZMRCDWAGMRECN-UHFFFAOYSA-N,CZMRCDWAGMRECN-UHFFFAOYSA-N,0.79,,0.0,0,1.0,0.79,1.0
1026,d-inositol,-0.887,1,180.156,6,1,0,121.38,0.35,OC1C(O)C(O)C(O)C(O)C1O,OC1C(O)C(O)C(O)C(O)C1O,CDAISMWEOUEBRE-UHFFFAOYSA-N,CDAISMWEOUEBRE-UHFFFAOYSA-N,0.35,,0.0,0,1.0,0.35,1.0
1027,Dyphylline,-0.847,1,254.24599999999995,2,2,3,102.28,-0.17,Cn2c(=O)n(C)c1ncn(CC(O)CO)c1c2=O,Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,KSCFJBIXMNOVSH-UHFFFAOYSA-N,KSCFJBIXMNOVSH-UHFFFAOYSA-N,-0.17,,-0.0,0,1.0,-0.17,1.0
1028,Chloramphenicol,-2.613,1,323.13200000000006,3,1,6,112.70000000000002,-2.111,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)N(=O)=O,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,WIIZWVCIJKGZOK-UHFFFAOYSA-N,WIIZWVCIJKGZOK-UHFFFAOYSA-N,-2.111,,-0.0,0,1.0,-2.111,1.0
1029,3-Ethyl-3-pentanol,-1.663,1,116.204,1,0,3,20.23,-0.85,CCC(O)(CC)CC,CCC(O)(CC)CC,XKIRHOWVQWCYBT-UHFFFAOYSA-N,XKIRHOWVQWCYBT-UHFFFAOYSA-N,-0.85,,-0.0,0,1.0,-0.85,1.0
1030,Epitostanol,-4.545,1,306.51500000000004,1,5,0,20.23,-5.41,CC45CCC2C(CCC3CC1SC1CC23C)C4CCC5O,CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,OBMLHUPNRURLOK-UHFFFAOYSA-N,OBMLHUPNRURLOK-UHFFFAOYSA-N,-5.41,,-0.0,0,0.0,-5.41,0.0
1031,"1,2-Dibromobenzene",-4.172,1,235.906,0,1,0,0.0,-3.5,Brc1ccccc1Br,Brc1ccccc1Br,WQONPSCCEXUXTQ-UHFFFAOYSA-N,WQONPSCCEXUXTQ-UHFFFAOYSA-N,-3.5,,-0.0,0,0.0,-3.5,0.0
1032,"2,4,6-Trichlorophenol",-3.648,1,197.448,1,1,0,20.23,-2.34,Oc1c(Cl)cc(Cl)cc1Cl,Oc1c(Cl)cc(Cl)cc1Cl,LINPIYWFGCPVIE-UHFFFAOYSA-N,LINPIYWFGCPVIE-UHFFFAOYSA-N,-2.34,,-0.0,0,1.0,-2.34,1.0
1033,oryzalin,-3.784,1,346.3650000000001,1,1,8,149.67999999999998,-5.16,CCCN(CCC)c1c(cc(cc1N(=O)=O)S(N)(=O)=O)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],UNAHYJYOSSSJHH-UHFFFAOYSA-N,UNAHYJYOSSSJHH-UHFFFAOYSA-N,-5.16,,-0.0,0,0.0,-5.16,0.0
1034,RTI 20,-3.663,1,255.292,0,3,2,20.31,-4.799,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,O=C1c2ccccc2Cc2ccccc2N1CCF,SYGHQFHDDIIPNX-UHFFFAOYSA-N,SYGHQFHDDIIPNX-UHFFFAOYSA-N,-4.799,,-0.0,0,0.0,-4.799,0.0
1035,"2,4-Dimethyl-3-pentanone",-1.7519999999999998,1,114.18799999999996,0,0,2,17.07,-1.3,CC(C)C(=O)C(C)C,CC(C)C(=O)C(C)C,HXVNBWAKAOHACI-UHFFFAOYSA-N,HXVNBWAKAOHACI-UHFFFAOYSA-N,-1.3,,-0.0,0,1.0,-1.3,1.0
1036,5-(3-Methyl-2-butenyl)-5-isoPrbarbital,-2.465,1,238.287,2,1,3,75.27000000000001,-2.593,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C(C)C,CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,ZCDHRBAYNFWZBH-UHFFFAOYSA-N,ZCDHRBAYNFWZBH-UHFFFAOYSA-N,-2.593,,-0.0,0,1.0,-2.593,1.0
1037,gentisin,-1.2919999999999998,1,262.261,2,3,1,75.99000000000001,-2.943,c1c(O)C2C(=O)C3cc(O)ccC3OC2cc1(OC),COC1=CC2OC3C=CC(O)=CC3C(=O)C2C(O)=C1,DOIBQIDXMYSSJY-UHFFFAOYSA-N,DOIBQIDXMYSSJY-UHFFFAOYSA-N,-2.943,,-0.0,0,1.0,-2.943,1.0
